t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms
64712.9,91.4093,8450,2550,8450,2550,443.319,0,0.472525,10.9398
64722.3,106.779,8450,2550,8450,2550,443.207,0,0.706653,9.3651
64732.2,100.441,8450,2550,8450,2550,443.088,0,0.955555,9.9561
64741.7,105.061,8450,2550,8450,2550,442.975,1,0.193512,9.5183
64752.1,96.1012,8450,2550,8450,2550,442.85,0,0.453655,10.4057
64765,77.5687,8450,2550,8450,2550,442.696,0,0.77595,12.8918
64776.3,88.6108,8450,2550,8450,2550,442.562,1,0.0580825,11.2853
64789.3,77.0891,8450,2550,8450,2550,442.407,0,0.382383,12.972
64799.5,98.0104,8450,2550,8450,2550,442.286,0,0.637457,10.203
64812.8,75.0559,8450,2550,8450,2550,442.127,0,0.970542,13.3234
64823.8,91.3626,8450,2550,8450,2550,441.997,1,0.244178,10.9454
64834.3,95.3016,8450,2550,8450,2550,441.872,0,0.506503,10.493
64843.3,110.518,8450,2550,8450,2550,441.765,0,0.73271,9.0483
64855.1,84.6855,8450,2550,8450,2550,441.625,1,0.02792,11.8084
64868.8,73.1641,8450,2550,8450,2550,441.462,0,0.369617,13.6679
64880,88.8178,8450,2550,8450,2550,441.329,0,0.651093,11.259
64895,66.9801,8450,2550,8450,2550,441.152,1,0.0243375,14.9298
64909,71.2043,8450,2550,8450,2550,440.986,0,0.37544,14.0441
64920.7,85.7618,8450,2550,8450,2550,440.848,0,0.666945,11.6602
64932,88.2893,8450,2550,8450,2550,440.714,0,0.950105,11.3264
64941.1,109.392,8450,2550,8450,2550,440.606,1,0.17864,9.1414
64953.3,82.5423,8450,2550,8450,2550,440.463,0,0.481515,12.115
64963.5,97.5829,8450,2550,8450,2550,440.342,0,0.737707,10.2477
64974.7,89.5327,8450,2550,8450,2550,440.21,1,0.016935,11.1691
64987.1,80.5873,8450,2550,8450,2550,440.064,0,0.327157,12.4089
64996.9,102.276,8450,2550,8450,2550,439.948,0,0.571595,9.7775
65006.9,99.293,8450,2550,8450,2550,439.83,0,0.823375,10.0712
65018.7,84.8104,8450,2550,8450,2550,439.691,1,0.11815,11.791
65030,88.911,8450,2550,8450,2550,439.559,0,0.39933,11.2472
65039.9,100.68,8450,2550,8450,2550,439.442,0,0.647642,9.9325
65049.4,105.251,8450,2550,8450,2550,439.33,0,0.88517,9.5011
65059.5,98.7859,8450,2550,8450,2550,439.212,1,0.138242,10.1229
65069.7,98.7333,8450,2550,8450,2550,439.093,0,0.39145,10.1283
65079.1,106.158,8450,2550,8450,2550,438.982,0,0.626948,9.4199
65088.9,102.342,8450,2550,8450,2550,438.868,0,0.871228,9.7712
65098.6,102.272,8450,2550,8450,2550,438.753,1,0.115672,9.7778
65109.7,90.4805,8450,2550,8450,2550,438.624,0,0.391975,11.0521
65119.4,102.589,8450,2550,8450,2550,438.509,0,0.635665,9.7476
65129.2,102.417,8450,2550,8450,2550,438.395,0,0.879765,9.764
65140.6,87.7886,8450,2550,8450,2550,438.262,1,0.16454,11.391
65154.4,72.3767,8450,2550,8450,2550,438.101,0,0.509955,13.8166
65168.2,72.6871,8450,2550,8450,2550,437.94,0,0.853895,13.7576
65181.8,73.1711,8450,2550,8450,2550,437.78,1,0.19556,13.6666
65193.5,85.7861,8450,2550,8450,2550,437.644,0,0.486982,11.6569
65207.4,71.6512,8450,2550,8450,2550,437.482,0,0.835895,13.9565
65223.5,62.3076,8450,2550,8450,2550,437.295,1,0.23713,16.0494
65238.6,66.3812,8450,2550,8450,2550,437.12,0,0.613742,15.0645
65250.7,82.5989,8450,2550,8450,2550,436.979,0,0.91641,12.1067
65263.7,76.7165,8450,2550,8450,2550,436.828,1,0.242285,13.035
65276.8,76.4374,8450,2550,8450,2550,436.676,0,0.56935,13.0826
65290.5,73.0684,8450,2550,8450,2550,436.517,0,0.911495,13.6858
65302.8,81.0846,8450,2550,8450,2550,436.374,1,0.219815,12.3328
65318.2,64.8155,8450,2550,8450,2550,436.195,0,0.605525,15.4284
65328.4,98.37,8450,2550,8450,2550,436.077,0,0.859667,10.1657
65340.1,85.0695,8450,2550,8450,2550,435.941,1,0.153545,11.7551
65352.6,80.2929,8450,2550,8450,2550,435.797,0,0.464905,12.4544
65361.8,108.133,8450,2550,8450,2550,435.691,0,0.696102,9.2479
65371.8,100.379,8450,2550,8450,2550,435.576,0,0.945158,9.9622
65381.2,106.824,8450,2550,8450,2550,435.467,1,0.179188,9.3612
65391.5,96.4395,8450,2550,8450,2550,435.348,0,0.438417,10.3692
65401.5,100.859,8450,2550,8450,2550,435.233,0,0.686288,9.9148
65410.3,112.573,8450,2550,8450,2550,435.131,0,0.908365,8.8831
65420.7,96.7071,8450,2550,8450,2550,435.012,1,0.166877,10.3405
65431.8,90.2845,8450,2550,8450,2550,434.884,0,0.44378,11.0761
65441.1,106.88,8450,2550,8450,2550,434.777,0,0.677688,9.3563
65451.5,96.6688,8450,2550,8450,2550,434.658,0,0.936302,10.3446
65461.1,103.428,8450,2550,8450,2550,434.547,1,0.178017,9.6686
65472.9,85.2333,8450,2550,8450,2550,434.412,0,0.47133,11.7325
65490.5,56.647,8450,2550,8450,2550,434.209,0,0.91266,17.6532
65500.2,103.684,8450,2550,8450,2550,434.099,1,0.153777,9.6447
65510.8,93.548,8450,2550,8450,2550,433.976,0,0.42102,10.6897
65526.7,63.0441,8450,2550,8450,2550,433.794,0,0.817568,15.8619
65537.7,90.5543,8450,2550,8450,2550,433.668,1,0.093645,11.0431
65553.3,64.4305,8450,2550,8450,2550,433.49,0,0.48166,15.5206
65562.7,105.862,8450,2550,8450,2550,433.382,0,0.717817,9.4463
65576.3,73.7354,8459.4,2557.46,8450.54,2550.42,433.544,1,0.0568675,13.562
65587.5,89.2554,8459.4,2557.46,8453.17,2552.51,433.416,0,0.336962,11.2038
65597,105.3,8459.4,2557.46,8455.4,2554.28,433.307,0,0.57438,9.4967
65607.6,94.0327,8459.4,2557.46,8457.9,2556.27,433.186,0,0.840245,10.6346
65618.1,95.0489,8468.8,2564.91,8460.37,2558.23,433.382,1,0.103267,10.5209
65628.8,93.8166,8468.8,2564.91,8462.88,2560.21,433.26,0,0.369745,10.6591
65639.1,97.2205,8468.8,2564.91,8465.3,2562.13,433.143,0,0.626893,10.2859
65649,100.505,8468.8,2564.91,8467.64,2563.99,433.029,0,0.875637,9.9498
65658.8,102.845,8478.26,2572.3,8469.93,2565.79,433.234,1,0.118722,9.7234
65669.9,89.4031,8478.26,2572.3,8472.57,2567.86,433.107,0,0.398355,11.1853
65680.3,96.4795,8478.26,2572.3,8475.02,2569.77,432.989,0,0.657477,10.3649
65690.8,95.6837,8478.26,2572.3,8477.49,2571.7,432.87,0,0.918755,10.4511
65700.6,101.242,8487.75,2579.65,8479.83,2573.52,433.073,1,0.165688,9.8773
65711.9,88.3744,8487.75,2579.65,8482.52,2575.6,432.944,0,0.448575,11.3155
65722.8,92.5369,8487.75,2579.65,8485.08,2577.58,432.821,0,0.718737,10.8065
65735.1,81.132,8497.27,2586.96,8488.01,2579.84,432.996,1,0.0268775,12.3256
65749.2,70.802,8497.27,2586.96,8491.37,2582.42,432.836,0,0.379975,14.1239
65759.9,93.0631,8497.27,2586.96,8493.92,2584.39,432.714,0,0.64861,10.7454
65771.2,88.7123,8497.27,2586.96,8496.6,2586.45,432.586,0,0.93042,11.2724
65782.7,87.3767,8506.81,2594.23,8499.33,2588.53,432.771,1,0.216538,11.4447
65795.1,80.6614,8506.81,2594.23,8502.29,2590.79,432.63,0,0.526475,12.3975
65805.2,98.1672,8506.81,2594.23,8504.72,2592.64,432.514,0,0.781142,10.1867
65814.9,103.282,8515.95,2602.01,8507.02,2594.41,432.719,1,0.0231975,9.6822
65826.7,84.6353,8515.95,2602.01,8509.72,2596.71,432.585,0,0.318583,11.8154
65837.9,89.9014,8515.95,2602.01,8512.26,2598.87,432.459,0,0.596665,11.1233
65849.4,86.3819,8515.95,2602.01,8514.9,2601.13,432.328,0,0.886078,11.5765
65859.5,99.8891,8524.78,2610.14,8517.15,2603.12,432.529,1,0.136355,10.0111
65872.8,74.8262,8524.78,2610.14,8520.1,2605.84,432.378,0,0.470463,13.3643
65885.9,76.2486,8524.78,2610.14,8523,2608.5,432.229,0,0.798338,13.115
65898,82.8748,8533.34,2618.55,8525.63,2610.98,432.407,1,0.0999975,12.0664
65911.9,71.838,8533.34,2618.55,8528.61,2613.91,432.249,0,0.448002,13.9202
65923.2,88.7902,8533.34,2618.55,8531.02,2616.27,432.122,0,0.729565,11.2625
65938.5,65.3095,8540.51,2628.17,8534.14,2619.63,432.263,1,0.112357,15.3117
65952.9,69.4401,8540.51,2628.17,8536.73,2623.09,432.1,0,0.47238,14.4009
65964,90.1429,8540.51,2628.17,8538.71,2625.76,431.975,0,0.749717,11.0935
65976.1,82.5627,8546.53,2638.55,8540.83,2628.71,432.152,1,0.0525175,12.112
65988.4,81.3028,8546.53,2638.55,8542.68,2631.9,432.013,0,0.36001,12.2997
65998.7,96.7773,8546.53,2638.55,8544.23,2634.59,431.897,0,0.618335,10.333
66010.6,84.6453,8546.53,2638.55,8546.01,2637.65,431.764,0,0.913685,11.814
66022.4,84.5209,8551.31,2649.55,8547.53,2640.85,431.943,1,0.20947,11.8314
66035.8,74.7898,8551.31,2649.55,8549.13,2644.53,431.793,0,0.54374,13.3708
66046.9,89.9709,8551.31,2649.55,8550.46,2647.59,431.668,0,0.821607,11.1147
66058.4,86.8199,8546.11,2660.37,8550.74,2650.74,431.851,1,0.10956,11.5181
66072,73.4727,8546.11,2660.37,8548.97,2654.42,431.698,0,0.449822,13.6105
66085.6,73.4376,8546.11,2660.37,8547.2,2658.1,431.545,0,0.790247,13.617
66096.7,90.1819,8540.9,2671.18,8545.75,2661.1,431.733,1,0.067465,11.0887
66108.5,84.8299,8540.9,2671.18,8544.22,2664.28,431.6,0,0.362173,11.7883
66119,94.9109,8540.9,2671.18,8542.85,2667.13,431.482,0,0.625578,10.5362
66131.3,81.5934,8540.9,2671.18,8541.26,2670.44,431.345,0,0.931975,12.2559
66143.6,81.3193,8533.99,2680.99,8539.25,2673.53,431.519,1,0.239405,12.2972
66166.6,43.5263,8533.99,2680.99,8535.28,2679.17,431.261,0,0.81377,22.9746
66178.3,85.4701,8525.99,2689.93,8533.14,2681.94,431.442,1,0.10627,11.7
66191.9,73.2273,8525.99,2689.93,8530.41,2685,431.289,0,0.447672,13.6561
66203.5,86.5366,8525.99,2689.93,8528.1,2687.58,431.16,0,0.736567,11.5558
66213.9,95.8286,8525.99,2689.93,8526.01,2689.91,431.043,0,0.99745,10.4353
66226.9,76.9101,8517.14,2698.03,8523.14,2692.55,431.209,1,0.322505,13.0022
66241.3,69.6185,8517.14,2698.03,8519.96,2695.46,431.048,0,0.681605,14.364
66254.2,77.2368,8507.82,2705.6,8517.09,2698.07,431.214,1,0.005285,12.9472
66266.2,83.2314,8507.82,2705.6,8514.29,2700.35,431.08,0,0.305652,12.0147
66277,93.254,8507.82,2705.6,8511.79,2702.38,430.961,0,0.573738,10.7234
66289.7,78.5978,8507.82,2705.6,8508.83,2704.78,430.819,0,0.891813,12.723
66301.6,83.8356,8498.22,2712.8,8506,2706.97,430.996,1,0.190015,11.9281
66313.7,82.6932,8498.22,2712.8,8503.1,2709.15,430.861,0,0.492337,12.0929
66324.7,91.1286,8498.22,2712.8,8500.46,2711.12,430.739,0,0.766675,10.9735
66336.4,84.9813,8488.4,2719.7,8497.62,2713.22,430.918,1,0.0608575,11.7673
66348.8,80.8401,8488.4,2719.7,8494.59,2715.35,430.781,0,0.37011,12.3701
66359.9,89.7868,8488.4,2719.7,8491.85,2717.27,430.657,0,0.648547,11.1375
66370,99.4194,8488.4,2719.7,8489.38,2719.01,430.545,0,0.900007,10.0584
66381.9,83.7731,8478.36,2726.27,8486.41,2721,430.722,1,0.198433,11.937
66395.6,73.3089,8478.36,2726.27,8482.99,2723.24,430.57,0,0.539455,13.6409
66405.9,97.0459,8478.36,2726.27,8480.4,2724.94,430.456,0,0.797065,10.3044
66415.9,100.04,8468.72,2733.42,8477.91,2726.61,430.654,1,0.046965,9.996
66427.7,84.6934,8468.72,2733.42,8475.07,2728.72,430.523,0,0.342147,11.8073
66439.1,87.5726,8468.72,2733.42,8472.31,2730.76,430.397,0,0.627625,11.4191
66449.5,96.3011,8468.72,2733.42,8469.81,2732.61,430.281,0,0.887227,10.3841
66460.1,93.8535,8459.4,2740.98,8467.29,2734.58,430.472,1,0.1536,10.6549
66474.4,70.1937,8459.4,2740.98,8463.97,2737.27,430.314,0,0.509758,14.2463
66485.5,89.9774,8459.4,2740.98,8461.38,2739.37,430.191,0,0.787605,11.1139
66496.3,92.245,8450.41,2748.92,8458.88,2741.44,430.38,1,0.0586225,10.8407
66510.4,71.4122,8450.41,2748.92,8455.73,2744.22,430.225,0,0.408702,14.0032
66524.8,69.0956,8450.41,2748.92,8452.47,2747.1,430.065,0,0.77052,14.4727
66540,65.7242,8441.54,2757,8449.07,2750.14,430.205,1,0.150898,15.2151
66556.2,61.6934,8441.54,2757,8445.47,2753.41,430.026,0,0.556127,16.2092
66568.7,80.3264,8441.54,2757,8442.71,2755.93,429.888,0,0.867357,12.4492
66581.9,75.6064,8432.76,2765.18,8439.8,2758.62,430.051,1,0.198017,13.2264
66599.3,57.6253,8432.76,2765.18,8435.99,2762.17,429.859,0,0.631855,17.3535
66613.9,68.2762,8432.76,2765.18,8432.77,2765.16,429.697,0,0.998015,14.6464
66629.8,63.0072,8424.07,2773.45,8429.33,2768.45,429.83,1,0.394795,15.8712
66647.6,56.0356,8424.07,2773.45,8425.45,2772.14,429.634,0,0.84094,17.8458
66666.6,52.6382,8415.2,2781.54,8421.27,2776.01,429.732,1,0.31588,18.9976
66685.7,52.553,8415.2,2781.54,8417.05,2779.86,429.522,0,0.79159,19.0284
66702.6,59.0347,8406.22,2789.5,8413.27,2783.26,429.643,1,0.21507,16.9392
66723.2,48.5458,8406.22,2789.5,8408.65,2787.35,429.417,0,0.730048,20.5991
66741.3,55.226,8397.14,2797.35,8404.56,2790.94,429.525,1,0.182732,18.1074
66759.6,54.7483,8397.14,2797.35,8400.42,2794.52,429.324,0,0.639368,18.2654
66777.7,55.2621,8388.24,2805.4,8396.33,2798.09,429.433,1,0.0917575,18.0956
66798.6,47.8302,8388.24,2805.4,8391.67,2802.29,429.203,0,0.61444,20.9073
66817.3,53.3769,8379.48,2813.6,8387.52,2806.08,429.304,1,0.0828075,18.7347
66834.3,58.8734,8379.48,2813.6,8383.8,2809.56,429.118,0,0.507447,16.9856
66850.9,60.3519,8379.48,2813.6,8380.17,2812.95,428.937,0,0.921685,16.5695
66866,66.191,8370.83,2821.92,8376.89,2816.09,429.078,1,0.29938,15.1078
66888,45.463,8370.83,2821.92,8372.14,2820.66,428.837,0,0.849277,21.9959
66902.5,68.7139,8362.91,2830.93,8369.15,2823.84,428.984,1,0.213105,14.5531
66918.9,61.0337,8362.91,2830.93,8365.9,2827.53,428.805,0,0.622715,16.3844
66940.4,46.6442,8355.57,2840.42,8361.75,2832.44,428.876,1,0.158688,21.4389
66955.8,64.9262,8355.57,2840.42,8358.92,2836.09,428.708,0,0.54374,15.4021
66969.8,71.3414,8355.57,2840.42,8356.35,2839.42,428.555,0,0.894167,14.0171
66983.3,74.0565,8348.87,2850.38,8354.02,2842.73,428.713,1,0.231747,13.5032
66995.6,81.1129,8348.87,2850.38,8351.95,2845.8,428.579,0,0.53996,12.3285
67013.8,54.9647,8348.87,2850.38,8348.9,2850.32,428.381,0,0.994798,18.1935
67026.7,77.6657,8344.15,2861.41,8347.38,2853.87,428.546,1,0.31669,12.8757
67044.1,57.3247,8344.15,2861.41,8345.32,2858.68,428.356,0,0.752802,17.4445
67061,59.38,8341.31,2873.07,8343.66,2863.44,428.477,1,0.17382,16.8407
67074.1,76.1047,8341.31,2873.07,8342.73,2867.27,428.334,0,0.502315,13.1398
67087.2,76.4701,8341.31,2873.07,8341.8,2871.08,428.192,0,0.82924,13.077
67103.2,62.289,8340.32,2885.03,8341.08,2875.83,428.322,1,0.230595,16.0542
67119.3,62.0486,8340.32,2885.03,8340.68,2880.65,428.147,0,0.633505,16.1164
67132.9,73.5262,8340.32,2885.03,8340.34,2884.71,428,0,0.97352,13.6006
67144.7,85.0044,8340.78,2897.02,8340.44,2888.24,428.176,1,0.267623,11.7641
67160.3,64.0968,8340.78,2897.02,8340.62,2892.91,428.007,0,0.657658,15.6014
67176.3,62.59,8342.87,2908.84,8340.9,2897.69,428.138,1,0.0570825,15.977
67193.5,57.9747,8342.87,2908.84,8341.8,2902.79,427.951,0,0.488305,17.2489
67207.8,69.8817,8342.87,2908.84,8342.55,2907.02,427.796,0,0.846053,14.3099
67222.7,67.2477,8345.13,2920.62,8343.36,2911.4,427.939,1,0.217812,14.8704
67237,70.24,8345.13,2920.62,8344.17,2915.6,427.785,0,0.573735,14.2369
67248.9,83.9109,8345.13,2920.62,8344.84,2919.11,427.656,0,0.87167,11.9174
67261.4,79.8754,8347.55,2932.37,8345.58,2922.79,427.824,1,0.184657,12.5195
67276.9,64.4766,8347.55,2932.37,8346.52,2927.35,427.656,0,0.572395,15.5095
67293.5,60.2784,8347.55,2932.37,8347.52,2932.22,427.477,0,0.987137,16.5897
67309.8,61.4594,8350,2950,8348.52,2939.32,427.751,1,0.39391,16.2709
67328.1,54.3863,8350,2950,8349.64,2947.42,427.552,0,0.853585,18.387
67342,72.3134,8350,2950,8350,2950,427.404,1,0.199302,13.8287
67355.6,73.3165,8350,2950,8350,2950,427.257,0,0.54029,13.6395
67370.4,67.7387,8350,2950,8350,2950,427.098,0,0.909355,14.7626
67383.8,74.3539,8350,2950,8350,2950,426.953,1,0.245585,13.4492
67399.6,63.4618,8350,2950,8350,2950,426.784,0,0.639522,15.7575
67414.2,68.2916,8350,2950,8350,2950,426.627,1,0.0056,14.6431
67429.3,66.1594,8350,2950,8350,2950,426.465,0,0.383475,15.115
67442.5,75.8288,8350,2950,8350,2950,426.323,0,0.713165,13.1876
67457.6,66.3627,8350,2950,8350,2950,426.162,1,0.0898825,15.0687
67488,32.8476,8350,2950,8350,2950,425.836,0,0.850972,30.4436
67500.2,82.5198,8341.51,2958.49,8348.69,2951.31,426.008,1,0.15393,12.1183
67515.6,64.837,8341.51,2958.49,8345.42,2954.58,425.843,0,0.539513,15.4233
67529.4,72.6296,8341.51,2958.49,8342.5,2957.5,425.696,0,0.883725,13.7685
67543.5,70.8065,8333.03,2966.97,8339.5,2960.49,425.846,1,0.2368,14.123
67556.3,78.0884,8333.03,2966.97,8336.79,2963.21,425.71,0,0.55695,12.806
67567.5,89.1957,8333.03,2966.97,8334.41,2965.59,425.59,0,0.837232,11.2113
67581.1,73.2273,8324.54,2975.46,8331.51,2968.49,425.745,1,0.178635,13.6561
67599,55.8725,8324.54,2975.46,8327.72,2972.28,425.554,0,0.626082,17.8979
67612.1,76.7837,8324.54,2975.46,8324.95,2975.05,425.416,0,0.951672,13.0236
67625.2,75.9578,8316.06,2983.94,8322.16,2977.84,425.576,1,0.280802,13.1652
67640.6,65.0889,8316.06,2983.94,8318.9,2981.1,425.412,0,0.664892,15.3636
67652.6,83.2244,8316.06,2983.94,8316.35,2983.65,425.284,0,0.965285,12.0157
67664.2,86.2218,8307.57,2992.43,8313.89,2986.11,425.461,1,0.255235,11.598
67677.2,76.9693,8307.57,2992.43,8311.14,2988.86,425.323,0,0.58004,12.9922
67695.5,54.799,8299.09,3000.91,8307.27,2992.73,425.429,1,0.0362525,18.2485
67710.5,66.5916,8299.09,3000.91,8304.08,2995.92,425.269,0,0.411675,15.0169
67723.7,75.714,8299.09,3000.91,8301.28,2998.72,425.129,0,0.741865,13.2076
67736.3,79.1565,8290.6,3009.4,8298.6,3001.4,425.295,1,0.057695,12.6332
67753.5,58.326,8290.6,3009.4,8294.96,3005.04,425.113,0,0.48632,17.145
67770.2,59.8347,8290.6,3009.4,8291.42,3008.58,424.936,0,0.904137,16.7127
67782.4,81.945,8282.12,3017.88,8288.83,3011.17,425.105,1,0.20922,12.2033
67797,68.5331,8282.12,3017.88,8285.73,3014.27,424.951,0,0.574008,14.5915
67810.4,74.2948,8282.12,3017.88,8282.88,3017.12,424.809,0,0.910505,13.4599
67824,73.57,8273.63,3026.37,8279.99,3020.01,424.963,1,0.250318,13.5925
67843.5,51.2773,8273.63,3026.37,8275.86,3024.14,424.757,0,0.737863,19.5018
67859,64.6212,8265.15,3034.85,8272.57,3027.43,424.892,1,0.124733,15.4748
67881.2,44.9683,8265.15,3034.85,8267.86,3032.14,424.657,0,0.68068,22.2379
67902.8,46.2937,8256.66,3043.34,8263.27,3036.73,424.728,1,0.22071,21.6012
67933.5,32.634,8256.66,3043.34,8256.77,3043.23,424.405,0,0.986782,30.6429
67956.8,42.8927,8248.18,3051.82,8251.83,3048.17,424.457,1,0.569632,23.314
67979,44.957,8239.49,3060.1,8247.08,3052.86,424.52,1,0.12572,22.2435
67999.8,48.1058,8239.49,3060.1,8242.57,3057.17,424.302,0,0.645407,20.7875
68015.8,62.4352,8230.65,3068.22,8239.08,3060.48,424.43,1,0.0458225,16.0166
68033.6,56.3701,8230.65,3068.22,8235.17,3064.07,424.244,0,0.48932,17.7399
68048.3,67.9011,8230.65,3068.22,8231.91,3067.06,424.089,0,0.857503,14.7273
68061.8,73.8367,8221.65,3076.16,8228.89,3069.78,424.244,1,0.196087,13.5434
68078.7,59.4145,8221.65,3076.16,8225.1,3073.12,424.068,0,0.61686,16.8309
68090.4,85.3111,8221.65,3076.16,8222.46,3075.45,423.945,0,0.909905,11.7218
68105.2,67.6746,8212.59,3084.03,8219.12,3078.36,424.086,1,0.27932,14.7766
68122.2,58.7959,8212.59,3084.03,8215.27,3081.7,423.908,0,0.70452,17.008
68137.9,63.5502,8203.49,3091.84,8211.7,3084.79,424.04,1,0.09791,15.7356
68151.4,73.9607,8203.49,3091.84,8208.62,3087.43,423.898,0,0.435928,13.5207
68162.5,90.3791,8203.49,3091.84,8206.1,3089.6,423.782,0,0.71254,11.0645
68174.8,81.5807,8194.33,3099.6,8203.31,3091.99,423.95,1,0.018985,12.2578
68189,70.3784,8194.33,3099.6,8200.06,3094.75,423.802,0,0.374207,14.2089
68201.5,79.8933,8194.33,3099.6,8197.2,3097.17,423.671,0,0.687125,12.5167
68213.4,84.1701,8194.33,3099.6,8194.48,3099.48,423.547,0,0.984142,11.8807
68224.8,87.5028,8185.43,3107.65,8191.93,3101.77,423.723,1,0.269848,11.4282
68237.6,78.0793,8185.43,3107.65,8189.08,3104.35,423.59,0,0.590035,12.8075
68249,87.4516,8185.43,3107.65,8186.54,3106.65,423.47,0,0.875907,11.4349
68261.3,81.416,8176.72,3115.9,8183.84,3109.16,423.638,1,0.182973,12.2826
68274.5,75.9515,8176.72,3115.9,8180.97,3111.88,423.5,0,0.51213,13.1663
68286,87.1688,8176.72,3115.9,8178.47,3114.24,423.381,0,0.79893,11.472
68297.9,83.5757,8168.2,3124.36,8175.89,3116.73,423.551,1,0.09806,11.9652
68311.4,73.9727,8168.2,3124.36,8173.01,3119.59,423.411,0,0.436022,13.5185
68327.2,63.371,8168.2,3124.36,8169.65,3122.92,423.246,0,0.830525,15.7801
68338.5,88.3244,8160.44,3133.51,8167.32,3125.4,423.424,1,0.113573,11.3219
68351.3,78.5552,8160.44,3133.51,8164.85,3128.31,423.291,0,0.43182,12.7299
68362.8,87.0549,8160.44,3133.51,8162.62,3130.94,423.172,0,0.718995,11.487
68378.4,63.7942,8153.34,3143.18,8159.65,3134.58,423.303,1,0.11088,15.6754
68394.5,62.1635,8153.34,3143.18,8156.8,3138.47,423.136,0,0.513045,16.0866
68405.2,93.3759,8153.34,3143.18,8154.89,3141.06,423.025,0,0.78078,10.7094
68415.6,96.1289,8147.85,3153.85,8153.11,3143.61,423.212,1,0.0408475,10.4027
68428.2,79.8448,8147.85,3153.85,8151.4,3146.96,423.082,0,0.353955,12.5243
68440.1,83.7549,8147.85,3153.85,8149.76,3150.14,422.958,0,0.652445,11.9396
68451.6,87.0686,8147.85,3153.85,8148.18,3153.21,422.839,0,0.939575,11.4852
68463.4,84.8457,8143.73,3165.12,8146.89,3156.49,423.011,1,0.234227,11.7861
68476.3,77.3784,8143.73,3165.12,8145.56,3160.13,422.877,0,0.557315,12.9235
68486.9,94.0769,8143.73,3165.12,8144.46,3163.13,422.767,0,0.823055,10.6296
68497.7,92.5412,8141.18,3176.85,8143.49,3166.22,422.949,1,0.093205,10.806
68510,81.7454,8141.18,3176.85,8142.71,3169.8,422.822,0,0.399033,12.2331
68521,90.9902,8141.18,3176.85,8142.01,3173.02,422.708,0,0.673787,10.9902
68535.4,69.1711,8140.56,3188.83,8141.16,3177.27,422.852,1,0.03521,14.4569
68550.9,64.6496,8140.56,3188.83,8140.92,3181.91,422.692,0,0.42191,15.468
68563.2,81.2777,8140.56,3188.83,8140.73,3185.59,422.565,0,0.729497,12.3035
68574.9,85.5249,8141.92,3200.76,8140.59,3189.09,422.738,1,0.02181,11.6925
68589.9,66.6032,8141.92,3200.76,8141.1,3193.57,422.583,0,0.397168,15.0143
68601,90.1697,8141.92,3200.76,8141.48,3196.88,422.468,0,0.674423,11.0902
68613,83.3236,8141.92,3200.76,8141.88,3200.45,422.344,0,0.974458,12.0014
68625.2,81.7601,8143.98,3212.58,8142.5,3204.07,422.511,1,0.28023,12.2309
68638.8,73.4031,8143.98,3212.58,8143.2,3208.1,422.371,0,0.620815,13.6234
68651.5,79.1803,8143.98,3212.58,8143.85,3211.83,422.241,0,0.93655,12.6294
68665.9,69.1118,8146.72,3224.26,8144.8,3216.06,422.384,1,0.298283,14.4693
68679.7,72.5284,8146.72,3224.26,8145.74,3220.09,422.242,0,0.642975,13.7877
68694.5,67.8472,8148.85,3236.07,8146.74,3224.4,422.383,1,0.01145,14.739
68709.6,65.9374,8148.85,3236.07,8147.55,3228.87,422.227,0,0.390597,15.1659
68721.7,83.1677,8148.85,3236.07,8148.19,3232.42,422.104,0,0.691195,12.0239
68735.5,72.1683,8150.41,3247.97,8148.91,3236.52,422.253,1,0.0376075,13.8565
68748.5,77.1456,8150.41,3247.97,8149.41,3240.37,422.12,0,0.36167,12.9625
68759.7,89.1083,8150.41,3247.97,8149.85,3243.71,422.005,0,0.642227,11.2223
68770.8,89.907,8150.41,3247.97,8150.29,3247.02,421.891,0,0.920292,11.1226
68783.1,81.6407,8151.11,3259.95,8150.57,3250.68,422.057,1,0.226513,12.2488
68797.4,69.7277,8151.11,3259.95,8150.82,3254.98,421.91,0,0.58505,14.3415
68810.3,77.8386,8151.11,3259.95,8151.04,3258.83,421.778,0,0.906228,12.8471
68822.4,82.4219,8151.08,3271.95,8151.1,3262.46,421.945,1,0.209545,12.1327
68838.1,63.791,8151.08,3271.95,8151.09,3267.17,421.785,0,0.60145,15.6762
68848.7,94.272,8151.08,3271.95,8151.08,3270.35,421.676,0,0.86664,10.6076
68860,88.6297,8150.87,3283.95,8151.05,3273.73,421.852,1,0.148713,11.2829
68875.1,66.0825,8150.87,3283.95,8150.97,3278.27,421.697,0,0.527027,15.1326
68888.9,72.3076,8150.87,3283.95,8150.9,3282.42,421.555,0,0.872773,13.8298
68900.4,87.3965,8150.54,3295.94,8150.82,3285.85,421.729,1,0.158825,11.4421
68913,79.3594,8150.54,3295.94,8150.71,3289.63,421.601,0,0.473848,12.6009
68927.1,70.6444,8150.54,3295.94,8150.59,3293.88,421.456,0,0.827733,14.1554
68941.5,69.2871,8150.06,3307.93,8150.44,3298.2,421.599,1,0.18855,14.4327
68953.3,85.2798,8150.06,3307.93,8150.3,3301.72,421.48,0,0.481703,11.7261
