t_ms,fps,hero_x,hero_y,hero_units_per_sec,steps,interp_alpha
52096.9,60.7471,9180.81,12550,721.911,0,0.919088
52113.9,58.8828,9168.81,12550,721.885,1,0.34366
52130.9,58.6455,9168.81,12550,720.635,0,0.76995
52150.4,51.4861,9156.81,12550,720.433,1,0.255518
52163.8,74.1537,9156.81,12550,719.45,0,0.592655
52180.4,60.2707,9144.81,12550,719.456,1,0.00745
52197.4,58.8298,9144.81,12550,718.223,0,0.432405
52213.7,61.5889,9144.81,12550,717.049,0,0.838323
52230.6,58.9772,9132.81,12550,717.033,1,0.262215
52248.2,57.0408,9132.81,12550,715.772,0,0.700498
52263.9,63.5284,9120.81,12550,715.845,1,0.0940225
52280.7,59.3271,9120.81,12550,714.638,0,0.515415
52300.6,50.4811,9108.81,12550,714.423,1,0.01065
52317.6,58.7537,9108.81,12550,713.211,0,0.436155
52331.4,72.4816,9108.81,12550,712.232,0,0.78107
52349.3,55.7883,9096.81,12550,712.156,1,0.229192
52364.7,64.7954,9096.81,12550,711.066,0,0.615022
52382.2,57.2223,9084.81,12550,711.024,1,0.051915
52398,63.2287,9084.81,12550,709.912,0,0.447305
52414.4,61.1266,9084.81,12550,708.766,0,0.856292
52431.4,58.9227,9072.81,12550,708.763,1,0.280578
52448.7,57.6548,9072.81,12550,707.554,0,0.714193
52465.9,58.216,9060.81,12550,707.539,1,0.143627
52482.3,61.0165,9060.81,12550,706.402,0,0.553352
52499.9,56.8692,9060.81,12550,705.187,0,0.992957
52515.1,65.4887,9048.81,12550,705.307,1,0.374703
52532,59.2761,9048.81,12550,704.146,0,0.796458
52549.3,57.6754,9036.81,12550,704.126,1,0.229917
52565.8,60.7918,9036.81,12550,703,0,0.641158
52581.8,62.3881,9024.81,12550,703.071,1,0.041875
52598.3,60.4694,9024.81,12550,701.944,0,0.455308
52615,60.1811,9024.81,12550,700.815,0,0.87072
52631.7,59.8401,9012.81,12550,700.843,1,0.2885
52647.8,61.9218,9012.81,12550,699.751,0,0.692235
52665,58.2914,9000.81,12550,699.751,1,0.121115
52687,45.3176,9000.81,12550,698.267,0,0.672777
52700.7,73.1995,8988.91,12548.5,698.503,1,0.01431
52715.5,67.8168,8988.91,12548.5,697.516,0,0.38295
52731.3,62.9778,8988.91,12548.5,696.456,0,0.779915
52748.5,58.1051,8977.16,12546,696.457,1,0.21017
52765.3,59.5522,8977.16,12546,695.342,0,0.62997
52781.3,62.532,8965.54,12543,695.426,1,0.029765
52798.3,58.8627,8965.54,12543,694.302,0,0.454482
52819.3,47.6601,8965.54,12543,692.92,0,0.97903
52833,73.1898,8954.02,12539.7,693.16,1,0.320608
52851,55.441,8954.02,12539.7,691.977,0,0.771537
52865.6,68.5007,8942.59,12536,692.156,1,0.136497
52882.8,57.9559,8942.59,12536,691.03,0,0.56786
52899.3,60.8843,8942.59,12536,689.961,0,0.978475
52917.2,55.8731,8931.26,12532.1,689.928,1,0.425918
52931.9,67.914,8931.26,12532.1,688.974,0,0.79403
52949.1,58.0511,8921.14,12525.6,688.986,1,0.224685
52965.3,61.9134,8921.14,12525.6,687.945,0,0.628475
52981.9,60.0741,8912.29,12517.5,687.996,1,0.0446275
52998,62.3356,8912.29,12517.5,686.966,0,0.445682
53014.8,59.5206,8912.29,12517.5,685.891,0,0.865705
53031.5,59.785,8904.92,12508,685.94,1,0.28387
53048,60.6487,8904.92,12508,684.889,0,0.69608
