t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render,eff_step,eff_decay,cpu_render_ms,swap_ms,terrain_ms,objects_ms,chars_ms,effects_ms
65023.2,7.67819,13450,12050,13450,12050,453.451,3,0.672077,130.239,1.20203,1.11021,3.25598,0.483574,118.9,0.5078,2.9112,8.5151,95.0128,0.0325
65201.7,5.60247,13450,12050,13450,12050,449.288,5,0.134395,178.493,2.60203,2.35966,4.46232,0.369451,167.423,0.5583,2.2738,9.6056,133.944,0.0381
65367.6,6.02783,13450,12050,13450,12050,445.488,4,0.281825,165.897,3.72203,3.52094,4.14743,0.396344,134.843,1.0355,3.0732,8.2457,100.682,0.0892
65529,6.19556,13450,12050,13450,12050,441.852,4,0.316972,161.406,4.84203,4.65078,4.03515,0.4064,124.306,0.5084,2.7627,10.7306,91.4467,0.0371
65694.4,6.04528,13450,12050,13450,12050,438.186,4,0.45243,165.418,5.96203,5.80871,4.13546,0.397404,147.93,0.5651,2.3434,7.1776,115.307,0.0341
65851.7,6.36015,13450,12050,13450,12050,434.757,4,0.383157,157.229,1.08203,0.909311,3.93073,0.415981,136.213,0.4843,3.2571,11.1485,105.345,0.0278
65980.2,7.77963,13450,12050,13450,12050,431.994,3,0.596677,128.541,1.92203,1.8091,3.21352,0.488177,114.562,0.4937,2.295,6.8624,88.9392,0.0264
66122.9,7.00682,13450,12050,13450,12050,428.967,4,0.16463,142.718,3.04203,2.80812,3.56795,0.451055,131.669,0.6168,2.3746,6.8645,95.7145,0.0825
66254.5,7.59986,13450,12050,13450,12050,426.214,3,0.454165,131.581,3.88203,3.72919,3.28954,0.479967,114.347,0.5339,2.5835,8.2413,87.0641,0.0296
66400.2,6.86271,13450,12050,13450,12050,423.205,4,0.09704,145.715,5.00203,4.7492,3.64287,0.443577,129.76,0.5495,3.1597,7.6453,102.546,0.0268
66534.7,7.43799,13450,12050,13450,12050,420.467,3,0.458162,134.445,5.84203,5.69031,3.36112,0.472361,117.268,0.593,2.2615,7.0973,91.5144,0.0301
66660.7,7.93497,13450,12050,13450,12050,417.932,3,0.608775,126.024,0.682028,0.572485,3.15061,0.495079,113.2,0.4923,2.4624,6.9842,87.2094,0.0271
66811.2,6.64176,13450,12050,13450,12050,414.944,4,0.37284,150.563,1.80203,1.62642,3.76407,0.431742,138.15,0.5169,2.3448,6.8432,112.814,0.0249
66983.4,5.80964,13450,12050,13450,12050,411.579,4,0.67603,172.128,2.92203,2.83132,4.30319,0.382805,122.614,0.5561,2.3312,8.7113,95.0868,0.0307
67110.3,7.8792,13450,12050,13450,12050,409.133,3,0.848943,126.916,3.76203,3.71973,3.17291,0.492621,112.42,0.4829,2.4638,7.6532,86.1051,0.0271
67232.7,8.17122,13450,12050,13450,12050,406.802,3,0.908463,122.381,4.60203,4.5764,3.05952,0.505245,109.633,0.5157,2.2679,7.0018,84.0245,0.0294
67366,7.50202,13450,12050,13450,12050,404.292,4,0.2409,133.298,5.72203,5.50948,3.33244,0.475394,120.179,0.6602,2.2911,7.1375,93.9281,0.0327
67535.4,5.90109,13450,12050,13450,12050,401.147,4,0.477407,169.46,0.84203,0.695704,4.23651,0.388544,149.897,0.7191,2.4185,7.3537,119.488,0.0472
67703.4,5.95437,13450,12050,13450,12050,398.077,4,0.676003,167.944,1.96203,1.87131,4.1986,0.391845,145.672,0.5684,3.6333,11.2973,113.821,0.0525
67827.9,8.02764,13450,12050,13450,12050,395.83,3,0.790242,124.57,2.80203,2.7433,3.11424,0.499113,108.977,0.5155,2.255,6.9726,83.2696,0.0375
67964.6,7.31677,13450,12050,13450,12050,393.395,4,0.20705,136.672,3.92203,3.7,3.41681,0.466527,123.758,0.4956,2.3224,10.598,94.5476,0.0427
68096,7.61161,13450,12050,13450,12050,391.081,3,0.491508,131.378,4.76203,4.61965,3.28446,0.480511,114.332,0.5812,2.2841,6.9665,88.6922,0.0277
68232,7.35504,13450,12050,13450,12050,388.715,3,0.890538,135.961,5.60203,5.57138,3.39903,0.468382,123.065,0.5256,2.368,7.2791,94.2062,0.0259
68409.6,5.62903,13450,12050,13450,12050,385.667,5,0.331798,177.65,1.00203,0.814934,4.44126,0.371191,138.536,0.6179,2.2412,7.8328,107.598,0.0362
68586.4,5.6569,13450,12050,13450,12050,382.681,4,0.751182,176.775,2.12203,2.05236,4.41938,0.373007,153.983,0.5101,2.3597,8.1943,126.884,0.0272
68712.8,7.90913,13450,12050,13450,12050,380.573,3,0.912085,126.436,2.96203,2.93741,3.1609,0.493943,110.09,0.5194,2.2889,7.0398,84.3579,0.0323
68836.7,8.06966,13450,12050,13450,12050,378.53,4,0.0101075,123.921,4.08203,3.80486,3.09802,0.500923,111.673,0.5138,2.2681,7.0276,85.9124,0.0338
68964.4,7.83271,13450,12050,13450,12050,376.448,3,0.201853,127.67,4.92203,4.69855,3.19175,0.490555,110.721,0.4956,2.2495,7.3166,84.4547,0.0256
69088.6,8.05475,13450,12050,13450,12050,374.445,3,0.305613,124.15,5.76203,5.5676,3.10376,0.500282,110.565,0.5355,2.2679,7.1312,83.4858,0.0338
69218.8,7.67992,13450,12050,13450,12050,372.367,3,0.560855,130.21,0.602033,0.479072,3.25524,0.483654,115.02,0.491,2.5953,7.9751,86.9843,0.0787
69395.4,5.66264,13450,12050,13450,12050,369.585,4,0.975755,176.596,1.72203,1.71524,4.4149,0.373381,162.954,0.5645,2.3582,8.9032,132.536,0.0395
69556.8,6.19335,13450,12050,13450,12050,367.078,5,0.01234,161.463,3.12203,2.84549,4.03658,0.40627,143.116,0.5567,2.9606,9.0659,114.356,0.0319
69686.9,7.68849,13450,12050,13450,12050,365.083,3,0.263955,130.065,3.96203,3.75594,3.25162,0.484045,110.309,0.7001,2.5298,7.043,84.2257,0.0353
