t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render,eff_step,eff_decay,cpu_render_ms,swap_ms,terrain_ms,objects_ms,chars_ms,effects_ms
54463.3,6.76579,13450,12050,13450,12050,511.165,4,0.155263,147.802,4.20202,3.96549,3.69506,0.438442,134.575,0.4531,2.9651,5.45,113.766,0.0361
54599.6,7.3387,13450,12050,13450,12050,507.122,3,0.56186,136.264,5.04202,4.91934,3.4066,0.467591,117.103,0.4854,2.8864,5.4283,95.4362,0.0273
54735.5,7.35741,13450,12050,13450,12050,503.153,3,0.959795,135.917,5.88202,5.87076,3.39793,0.468496,120.561,0.4928,2.9704,5.9625,98.7556,0.0259
54873.7,7.2366,13450,12050,13450,12050,499.18,4,0.414455,138.186,1.00202,0.838069,3.45466,0.462603,121.645,0.5078,2.9901,5.7763,95.9387,0.0264
55075.5,4.95452,13450,12050,13450,12050,493.489,5,0.460357,201.836,2.40202,2.25092,5.0459,0.324341,180.117,0.5485,5.0721,7.3336,154.116,0.0237
55207.6,7.56708,13450,12050,13450,12050,489.833,3,0.76414,132.151,3.24202,3.17598,3.30378,0.478443,111.666,0.4377,2.8669,5.5797,90.994,0.0236
55333.5,7.94296,13450,12050,13450,12050,486.4,3,0.911583,125.898,4.08202,4.05726,3.14744,0.495429,112.221,0.4846,2.8695,5.5935,91.4271,0.0247
55503.4,5.8868,13450,12050,13450,12050,481.843,5,0.158375,169.872,5.48202,5.24637,4.24679,0.387653,115.942,0.4184,2.958,5.6817,94.9742,0.0241
55695.2,5.21498,13450,12050,13450,12050,476.801,4,0.952258,191.755,0.602023,0.588655,4.79388,0.343103,155.979,0.4915,5.1902,11.1675,124.679,0.07
55829.9,7.42197,13450,12050,13450,12050,473.32,4,0.320637,134.735,1.72202,1.5318,3.36838,0.471596,117.718,0.4232,4.2013,6.5417,94.0237,0.0247
55957.6,7.83207,13450,12050,13450,12050,470.069,3,0.51264,127.68,2.56202,2.42556,3.192,0.490527,111.462,0.4421,2.8652,5.8482,90.4441,0.0647
